Year,Location,Population 1 year and over,,Percent_Change,,Same house 1 year ago,,Same state of residence 1 year ago,,Different state of residence 1 year ago,,,,Current residence in --,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in --,Abroad 1 year ago--,,,,,,,
2013,Washington,"6,888,552","72,789",0.01,"+/- 4,605","5,700,703","+/- 29,511","927,367","+/- 25,300","208,215","+/- 12,437",686,+/- 422,Washington,"3,422","+/- 1,246","10,591","+/- 2,521","2,088","+/- 1,099","37,150","+/- 5,426","5,420","+/- 1,409",Washington,814,+/- 352,0,+/- 189,621,+/- 428,"7,437","+/- 2,151","6,831","+/- 3,407",Washington,"4,546","+/- 1,590","9,196","+/- 2,855","6,827","+/- 2,242","1,521",+/- 805,"1,451",+/- 648,Washington,"1,285",+/- 831,"2,152","+/- 1,653",343,+/- 366,716,+/- 687,"3,312","+/- 1,482",Washington,"2,192","+/- 1,151","2,437",+/- 865,"3,477","+/- 1,320",539,+/- 564,"3,420","+/- 1,023",Washington,"3,134","+/- 1,102","1,353",+/- 756,"3,772","+/- 1,405",297,+/- 281,"2,121",+/- 980,Washington,"1,420",+/- 771,"3,728","+/- 1,076","4,541","+/- 2,144",551,+/- 372,"2,774","+/- 1,096",Washington,"2,372","+/- 1,252","27,560","+/- 4,004","2,266","+/- 1,283",652,+/- 492,"1,947",+/- 885,Washington,"1,483","+/- 1,354","2,054",+/- 949,"13,742","+/- 3,236","5,536","+/- 2,109",167,+/- 212,Washington,"3,592","+/- 1,241",N/A,N/A,89,+/- 117,"4,190","+/- 1,503",400,+/- 325,Washington,"52,267","+/- 5,312",16,+/- 32,366,+/- 498,"51,885","+/- 5,270"
2014,United States,"315,095,393","2,662,573",0.01,"+/- 26,923","268,147,625","+/- 208,630","37,571,394","+/- 185,426","7,334,169","+/- 60,012","111,655","+/- 10,897",United States2,"92,637","+/- 9,491","203,810","+/- 12,009","65,198","+/- 6,104","593,308","+/- 21,701","173,332","+/- 10,357",United States2,"95,501","+/- 7,273","27,179","+/- 3,431","59,138","+/- 5,825","437,516","+/- 20,171","245,570","+/- 13,098",United States2,"60,739","+/- 5,271","56,887","+/- 5,985","323,468","+/- 14,689","136,869","+/- 8,574","76,960","+/- 7,152",United States2,"93,047","+/- 7,502","98,496","+/- 7,763","85,901","+/- 7,457","32,076","+/- 4,506","177,059","+/- 9,996",United States2,"153,736","+/- 8,754","173,337","+/- 10,888","121,319","+/- 6,694","72,543","+/- 7,224","154,226","+/- 9,989",United States2,"35,654","+/- 4,693","43,219","+/- 5,331","103,599","+/- 7,845","41,391","+/- 3,921","208,583","+/- 11,808",United States2,"70,144","+/- 6,507","424,074","+/- 16,390","248,938","+/- 14,394","27,685","+/- 2,886","207,006","+/- 11,104",United States2,"102,615","+/- 8,450","103,111","+/- 7,952","251,844","+/- 11,832","37,876","+/- 4,939","121,524","+/- 9,632",United States2,"31,154","+/- 4,134","160,057","+/- 10,783","435,107","+/- 16,107","79,697","+/- 6,973","20,424","+/- 3,203",United States2,"263,767","+/- 11,696","198,200","+/- 10,661","48,804","+/- 5,827","114,724","+/- 8,326","33,465","+/- 5,146",United States2,"2,042,205","+/- 32,993","83,844","+/- 8,510","16,858","+/- 3,642","1,941,503","+/- 30,408"
2014,Arizona,"6,651,964","108,602",0.02,"+/- 4,638","5,431,241","+/- 29,624","922,129","+/- 25,819","249,730","+/- 12,340",785,+/- 460,Arizona,"3,140","+/- 1,224",N/A,N/A,"1,180",+/- 712,"57,446","+/- 5,971","9,663","+/- 2,082",Arizona,458,+/- 414,500,+/- 411,185,+/- 156,"9,149","+/- 2,118","4,393","+/- 1,724",Arizona,"1,911",+/- 751,"3,825","+/- 1,572","11,858","+/- 2,689","2,431","+/- 1,266","2,739","+/- 1,755",Arizona,"2,355","+/- 1,261","2,366","+/- 1,339","1,454",+/- 771,762,+/- 826,"2,206",+/- 801,Arizona,"2,039","+/- 1,304","9,378","+/- 2,653","4,541","+/- 1,412",950,+/- 923,"6,000","+/- 2,376",Arizona,"1,399",+/- 705,"1,782",+/- 747,"7,013","+/- 1,451",875,+/- 513,"2,923","+/- 1,186",Arizona,"8,522","+/- 2,154","7,309","+/- 1,962","3,932","+/- 1,700","1,408","+/- 1,128","6,908","+/- 2,458",Arizona,"2,124","+/- 1,073","6,548","+/- 2,254","4,292","+/- 1,338","1,650","+/- 1,886","1,027",+/- 628,Arizona,"1,508","+/- 1,539","1,602",+/- 673,"16,411","+/- 3,638","5,118","+/- 2,054",661,+/- 598,Arizona,"3,202","+/- 1,088","13,152","+/- 2,949",32,+/- 55,"5,948","+/- 1,739","2,670","+/- 1,801",Arizona,"48,864","+/- 5,666",679,+/- 633,332,+/- 296,"47,853","+/- 5,605"
2014,Colorado,"5,293,943","87,931",0.02,"+/- 3,847","4,263,998","+/- 25,609","777,699","+/- 21,108","218,728","+/- 12,727","1,004",+/- 584,Colorado,"2,696","+/- 1,588","12,304","+/- 2,860","1,956",+/- 849,"24,506","+/- 3,585",N/A,N/A,Colorado,832,+/- 561,254,+/- 291,"1,323",+/- 922,"9,304","+/- 2,460","5,057","+/- 1,581",Colorado,"2,943","+/- 1,219","1,365",+/- 812,"9,081","+/- 2,519","3,940","+/- 1,477","4,707","+/- 1,764",Colorado,"4,780","+/- 2,163","1,004",+/- 594,"2,066","+/- 1,273",194,+/- 164,"3,091","+/- 1,692",Colorado,"2,565","+/- 1,080","2,858","+/- 1,389","3,673","+/- 1,063",777,+/- 586,"4,900","+/- 1,560",Colorado,"2,733","+/- 1,212","2,896",+/- 950,"3,945","+/- 2,003",369,+/- 296,"2,212","+/- 1,325",Colorado,"7,069","+/- 1,515","9,519","+/- 2,855","4,974","+/- 1,810","1,059",+/- 650,"4,419","+/- 1,697",Colorado,"6,811","+/- 2,272","2,064",+/- 847,"4,244","+/- 1,644",0,+/- 192,"1,590",+/- 734,Colorado,"1,570",+/- 754,"2,297","+/- 1,171","24,431","+/- 4,180","2,926","+/- 1,010",720,+/- 394,Colorado,"7,328","+/- 2,550","8,768","+/- 2,426",110,+/- 153,"4,068","+/- 1,470","5,426","+/- 1,852",Colorado,"33,518","+/- 4,790",342,+/- 385,765,+/- 864,"32,411","+/- 4,654"
2014,Florida,"19,683,763","338,704",0.02,"+/- 7,910","16,504,838","+/- 45,685","2,436,619","+/- 41,459","546,501","+/- 21,034","15,731","+/- 4,507",Florida,"7,883","+/- 2,832","7,902","+/- 2,112","1,911","+/- 1,189","23,239","+/- 4,563","9,260","+/- 3,005",Florida,"12,944","+/- 3,111","1,401",+/- 864,"1,897","+/- 1,633",N/A,N/A,"42,020","+/- 5,617",Florida,"2,180","+/- 1,070",915,+/- 565,"25,095","+/- 4,174","10,599","+/- 2,721","3,728","+/- 1,433",Florida,"2,879",+/- 942,"6,237","+/- 1,472","5,179","+/- 2,444","4,293","+/- 1,418","15,850","+/- 3,397",Florida,"15,606","+/- 3,007","23,791","+/- 4,458","5,399","+/- 1,599","5,623","+/- 2,001","8,481","+/- 1,859",Florida,161,+/- 161,"1,785","+/- 1,199","4,024","+/- 1,291","4,248","+/- 1,497","24,425","+/- 3,109",Florida,"1,336",+/- 873,"58,753","+/- 6,808","25,333","+/- 4,128",730,+/- 520,"27,438","+/- 4,331",Florida,"5,296","+/- 1,951","2,797","+/- 1,096","28,841","+/- 4,324","3,816","+/- 1,561","11,346","+/- 2,435",Florida,693,+/- 620,"13,711","+/- 2,536","25,175","+/- 3,870","2,926","+/- 1,289","2,319",+/- 971,Florida,"25,342","+/- 3,986","4,510","+/- 1,762","3,313","+/- 1,697","7,735","+/- 2,217",405,+/- 354,Florida,"195,805","+/- 13,262","27,596","+/- 4,710","4,398","+/- 2,127","163,811","+/- 11,519"
2014,Washington,"6,979,369","90,817",0.01,"+/- 3,884","5,757,065","+/- 26,180","934,922","+/- 23,276","220,259","+/- 13,044","1,640",+/- 795,Washington,"7,216","+/- 2,559","8,931","+/- 2,149","1,406",+/- 685,"40,085","+/- 5,554","6,779","+/- 2,016",Washington,"1,400",+/- 926,624,+/- 546,372,+/- 329,"7,190","+/- 2,049","4,536","+/- 2,739",Washington,"4,596","+/- 1,481","12,825","+/- 3,332","4,984","+/- 1,545","1,999",+/- 801,"1,943","+/- 1,165",Washington,"2,889","+/- 1,718","1,249",+/- 823,"1,203",+/- 755,745,+/- 425,"1,729",+/- 686,Washington,"2,003","+/- 1,013","2,276",+/- 864,"1,788",+/- 729,485,+/- 540,"2,992",+/- 997,Washington,"4,294","+/- 1,550",675,+/- 435,"4,969","+/- 1,607",91,+/- 118,"2,038","+/- 1,078",Washington,"2,461","+/- 1,620","6,630","+/- 2,509","4,868","+/- 2,231",905,+/- 606,"3,496","+/- 1,709",Washington,"1,876","+/- 1,474","26,582","+/- 3,998","3,117","+/- 1,226",400,+/- 522,"3,177","+/- 1,388",Washington,"1,577","+/- 1,528",967,+/- 480,"12,528","+/- 3,089","4,836","+/- 1,565",690,+/- 557,Washington,"6,427","+/- 2,654",N/A,N/A,258,+/- 251,"2,129",+/- 720,"1,383","+/- 1,026",Washington,"67,123","+/- 6,824",728,+/- 547,"1,034",+/- 614,"65,361","+/- 6,706"
2015,United States,"317,635,720","2,540,327",0.01,"+/- 28,922","270,873,397","+/- 189,370","37,146,496","+/- 176,254","7,530,129","+/- 67,868","100,809","+/- 7,872",United States2,"40,552","+/- 5,584","184,476","+/- 10,448","76,673","+/- 5,961","643,710","+/- 19,315","182,945","+/- 10,538",United States2,"103,343","+/- 7,858","30,881","+/- 3,868","64,736","+/- 6,061","445,320","+/- 18,347","249,302","+/- 12,286",United States2,"60,459","+/- 6,680","55,885","+/- 7,103","337,592","+/- 15,676","141,616","+/- 9,838","81,054","+/- 6,586",United States2,"99,652","+/- 8,681","109,026","+/- 9,770","100,167","+/- 9,039","37,053","+/- 4,804","181,803","+/- 9,295",United States2,"174,793","+/- 9,660","180,337","+/- 10,025","127,471","+/- 7,137","81,358","+/- 7,950","155,529","+/- 10,047",United States2,"32,620","+/- 4,402","53,210","+/- 4,926","99,409","+/- 8,583","41,885","+/- 4,363","227,380","+/- 11,097",United States2,"68,415","+/- 7,552","448,855","+/- 15,975","237,206","+/- 12,969","31,867","+/- 3,992","213,236","+/- 11,251",United States2,"98,771","+/- 8,195","109,240","+/- 6,876","262,887","+/- 11,409","29,918","+/- 3,393","134,555","+/- 10,304",United States2,"25,769","+/- 3,405","176,961","+/- 11,726","445,343","+/- 13,136","84,071","+/- 7,704","22,135","+/- 3,420",United States2,"268,593","+/- 14,659","178,528","+/- 10,174","51,953","+/- 4,620","109,243","+/- 6,234","31,537","+/- 4,780",United States2,"2,085,698","+/- 39,419","89,000","+/- 8,853","20,482","+/- 5,276","1,976,216","+/- 37,433"
2015,Arizona,"6,747,595","95,631",0.01,"+/- 4,243","5,536,087","+/- 26,178","910,911","+/- 24,238","253,281","+/- 12,395",607,+/- 504,Arizona,"2,519","+/- 1,281",N/A,N/A,553,+/- 323,"54,646","+/- 6,120","11,039","+/- 2,566",Arizona,"2,417","+/- 1,098",927,+/- 833,330,+/- 306,"7,833","+/- 2,560","3,671","+/- 1,286",Arizona,"2,069",+/- 842,"2,835","+/- 1,280","11,017","+/- 2,344","4,087","+/- 1,875","3,963","+/- 1,243",Arizona,"2,625","+/- 2,099","3,599","+/- 1,415","1,801","+/- 1,008",780,+/- 584,"2,105",+/- 963,Arizona,"3,030","+/- 1,602","9,069","+/- 2,478","8,499","+/- 2,397",544,+/- 485,"4,069","+/- 1,439",Arizona,"1,798",+/- 918,986,+/- 512,"7,153","+/- 2,481",445,+/- 729,"2,782","+/- 1,200",Arizona,"8,030","+/- 1,919","5,564","+/- 1,315","5,323","+/- 2,232","1,150",+/- 968,"5,147","+/- 2,245",Arizona,"3,906","+/- 1,898","7,163","+/- 1,826","3,910","+/- 1,339",298,+/- 334,842,+/- 539,Arizona,"1,582",+/- 709,"3,253","+/- 1,468","13,025","+/- 2,104","10,165","+/- 3,321",406,+/- 425,Arizona,"3,801","+/- 1,466","14,183","+/- 3,309",0,+/- 201,"5,262","+/- 1,630","2,473","+/- 1,694",Arizona,"47,316","+/- 5,688","1,556","+/- 1,296",105,+/- 121,"45,655","+/- 5,434"
2015,Colorado,"5,393,067","99,124",0.02,"+/- 3,719","4,404,058","+/- 21,899","728,077","+/- 17,761","227,445","+/- 12,112","2,392","+/- 1,368",Colorado,"1,653","+/- 1,107","10,254","+/- 2,666","1,527",+/- 974,"29,029","+/- 4,371",N/A,N/A,Colorado,"2,253","+/- 1,236",77,+/- 123,"1,132",+/- 697,"12,623","+/- 2,350","4,644","+/- 1,398",Colorado,"4,277","+/- 2,037","1,692",+/- 984,"11,398","+/- 3,052","1,982",+/- 927,"2,718","+/- 1,171",Colorado,"6,294","+/- 1,725","1,678",+/- 884,"3,007","+/- 1,366",185,+/- 220,"2,286","+/- 1,007",Colorado,"2,378",+/- 923,"3,739","+/- 1,208","5,443","+/- 2,697",881,+/- 862,"6,798","+/- 2,208",Colorado,910,+/- 485,"4,201","+/- 1,397","3,723","+/- 1,305",583,+/- 426,"3,227","+/- 1,225",Colorado,"6,393","+/- 1,878","5,748","+/- 1,547","3,489","+/- 1,085","1,388","+/- 1,191","3,263",+/- 988,Colorado,"3,072","+/- 1,103","4,836","+/- 1,551","4,870","+/- 1,788",43,+/- 68,"2,410","+/- 1,155",Colorado,732,+/- 339,"2,314","+/- 1,086","25,268","+/- 3,451","4,064","+/- 1,354","1,094",+/- 801,Colorado,"7,686","+/- 3,039","7,368","+/- 2,333","1,232","+/- 1,512","5,916","+/- 2,214","3,275","+/- 1,427",Colorado,"33,487","+/- 3,701",126,+/- 209,325,+/- 326,"33,036","+/- 3,694"
2015,Florida,"20,068,392","384,629",0.02,"+/- 6,492","16,832,374","+/- 48,927","2,438,828","+/- 43,407","584,938","+/- 21,044","15,449","+/- 3,737",Florida,"1,553","+/- 1,395","7,168","+/- 1,949","6,850","+/- 3,104","21,217","+/- 3,130","9,206","+/- 2,120",Florida,"14,887","+/- 2,402","1,685",+/- 946,"1,512",+/- 892,N/A,N/A,"38,654","+/- 4,969",Florida,"2,978","+/- 1,527",846,+/- 576,"26,406","+/- 5,024","13,396","+/- 2,729","3,142","+/- 1,031",Florida,"3,648","+/- 1,682","10,036","+/- 2,738","6,560","+/- 3,205","5,178","+/- 1,920","16,449","+/- 3,351",Florida,"16,651","+/- 2,624","26,138","+/- 4,616","5,433","+/- 1,621","5,415","+/- 2,262","10,480","+/- 2,549",Florida,"1,150","+/- 1,100","1,706","+/- 1,131","6,008","+/- 2,573","5,175","+/- 1,551","29,390","+/- 4,546",Florida,"3,762","+/- 1,525","69,289","+/- 8,181","24,003","+/- 3,844","1,363",+/- 770,"27,403","+/- 3,742",Florida,"2,710","+/- 1,292","1,568","+/- 1,346","28,826","+/- 4,924","2,523","+/- 1,026","13,949","+/- 3,220",Florida,"1,400","+/- 1,054","19,864","+/- 5,112","29,706","+/- 4,860","1,932",+/- 984,"1,480",+/- 663,Florida,"23,377","+/- 4,315","3,819","+/- 1,819","3,479","+/- 1,574","9,195","+/- 3,179",924,+/- 867,Florida,"212,252","+/- 13,881","28,036","+/- 5,779",910,+/- 577,"183,306","+/- 13,613"
2015,Washington,"7,089,143","109,774",0.02,"+/- 3,701","5,778,806","+/- 28,406","1,017,221","+/- 25,445","230,907","+/- 11,515",580,+/- 432,Washington,"3,911","+/- 1,177","9,860","+/- 2,142","1,146",+/- 888,"45,609","+/- 4,896","7,258","+/- 2,518",Washington,586,+/- 371,39,+/- 76,407,+/- 378,"10,822","+/- 2,876","5,415","+/- 2,268",Washington,"4,386","+/- 1,465","10,311","+/- 2,337","5,794","+/- 3,254","1,611",+/- 678,"1,002",+/- 886,Washington,"2,728","+/- 1,452",875,+/- 715,632,+/- 408,655,+/- 703,"3,844","+/- 1,756",Washington,"2,600",+/- 926,"2,578","+/- 1,069","3,503","+/- 1,494",916,+/- 670,"2,535","+/- 1,112",Washington,"4,936","+/- 1,591",301,+/- 341,"4,820","+/- 1,970",681,+/- 596,"3,214","+/- 1,334",Washington,878,+/- 610,"4,983","+/- 1,580","3,105","+/- 1,568","1,283","+/- 1,032","2,654","+/- 1,136",Washington,"3,736","+/- 2,047","32,570","+/- 5,221","2,857","+/- 1,096",116,+/- 157,"2,469",+/- 880,Washington,457,+/- 323,"2,794","+/- 1,521","12,829","+/- 2,473","5,827","+/- 1,917",180,+/- 156,Washington,"5,901","+/- 1,828",N/A,N/A,"1,098",+/- 614,"2,860","+/- 1,167",755,+/- 562,Washington,"62,209","+/- 7,091",683,+/- 523,672,+/- 426,"60,854","+/- 7,056"
2016,United States,"319,361,956","1,726,236",0.01,"+/- 30,974","272,660,098","+/- 208,903","36,952,658","+/- 198,593","7,552,536","+/- 73,712","99,892","+/- 7,271",United States2,"42,074","+/- 4,504","192,103","+/- 11,736","72,033","+/- 6,995","657,690","+/- 18,597","193,179","+/- 11,032",United States2,"112,914","+/- 9,320","28,742","+/- 4,020","59,972","+/- 5,669","433,452","+/- 14,337","258,942","+/- 15,064",United States2,"64,119","+/- 6,040","55,772","+/- 4,979","345,528","+/- 14,879","137,409","+/- 7,537","76,999","+/- 6,375",United States2,"92,821","+/- 7,545","103,370","+/- 8,375","92,190","+/- 8,198","32,973","+/- 3,936","186,118","+/- 10,688",United States2,"176,873","+/- 8,438","156,354","+/- 9,660","121,583","+/- 8,586","77,509","+/- 6,994","159,177","+/- 11,968",United States2,"31,479","+/- 4,671","47,456","+/- 5,284","88,563","+/- 8,182","45,628","+/- 4,655","226,830","+/- 11,598",United States2,"65,578","+/- 7,115","450,136","+/- 16,495","256,563","+/- 13,176","37,658","+/- 4,510","212,041","+/- 11,667",United States2,"105,685","+/- 7,270","107,169","+/- 8,047","257,792","+/- 13,407","35,606","+/- 4,619","127,686","+/- 9,009",United States2,"29,654","+/- 4,035","182,813","+/- 11,834","444,340","+/- 17,603","85,803","+/- 7,290","23,693","+/- 3,631",United States2,"275,671","+/- 12,730","192,362","+/- 9,698","51,476","+/- 4,475","113,882","+/- 7,025","27,184","+/- 3,871",United States2,"2,196,664","+/- 37,386","88,676","+/- 7,958","16,060","+/- 2,338","2,091,928","+/- 36,976"
2016,Arizona,"6,851,836","104,241",0.02,"+/- 4,173","5,586,753","+/- 30,225","938,077","+/- 26,500","273,257","+/- 14,805",894,+/- 543,Arizona,"1,946",+/- 783,N/A,N/A,"1,205",+/- 682,"64,756","+/- 7,190","11,895","+/- 2,441",Arizona,"1,596",+/- 667,420,+/- 442,276,+/- 261,"9,306","+/- 2,332","4,242","+/- 1,809",Arizona,"2,339",+/- 901,"2,775","+/- 1,713","13,387","+/- 2,828","5,443","+/- 2,046","2,649","+/- 1,177",Arizona,"3,383","+/- 1,783","1,105",+/- 772,679,+/- 426,355,+/- 297,"1,467",+/- 798,Arizona,"4,028","+/- 1,264","6,525","+/- 1,637","5,461","+/- 1,594",568,+/- 535,"3,708","+/- 1,154",Arizona,"2,414",+/- 961,"1,312",+/- 547,"7,350","+/- 1,927",224,+/- 202,"3,971","+/- 1,466",Arizona,"9,453","+/- 2,285","3,029",+/- 879,"4,605","+/- 1,843","1,662",+/- 763,"3,839","+/- 1,060",Arizona,"7,494","+/- 3,265","9,279","+/- 3,360","4,651","+/- 1,683",51,+/- 98,"1,768","+/- 1,133",Arizona,"2,408","+/- 1,144","1,834",+/- 867,"14,923","+/- 4,007","9,979","+/- 3,029",817,+/- 575,Arizona,"8,809","+/- 3,131","13,897","+/- 3,010","1,419","+/- 1,387","6,736","+/- 1,752",925,+/- 683,Arizona,"53,749","+/- 6,106","1,462",+/- 917,151,+/- 253,"52,136","+/- 6,088"
2016,Colorado,"5,476,928","83,861",0.02,"+/- 3,255","4,466,067","+/- 27,786","754,712","+/- 24,804","223,260","+/- 12,315","2,328","+/- 1,640",Colorado,"1,698",+/- 894,"13,015","+/- 2,851",808,+/- 631,"26,909","+/- 4,141",N/A,N/A,Colorado,"2,882","+/- 1,331",0,+/- 195,"1,360",+/- 816,"13,546","+/- 2,611","6,128","+/- 2,280",Colorado,"2,795","+/- 2,376","1,565",+/- 686,"11,369","+/- 2,210","2,672","+/- 1,019","3,243","+/- 1,073",Colorado,"4,634","+/- 1,585","1,736",+/- 812,"3,361","+/- 1,402",390,+/- 353,"3,467","+/- 1,447",Colorado,"2,196","+/- 1,490","4,285","+/- 1,866","3,725","+/- 1,302","1,319","+/- 1,257","6,246","+/- 2,132",Colorado,"1,334",+/- 599,"3,050","+/- 1,041","4,366","+/- 2,474","1,360",+/- 827,"2,731","+/- 1,048",Colorado,"5,073","+/- 1,731","8,612","+/- 2,369","6,059","+/- 2,072","1,801",+/- 704,"3,674","+/- 1,119",Colorado,"3,828","+/- 1,353","3,473","+/- 1,314","4,586","+/- 1,581",63,+/- 126,"1,945","+/- 1,111",Colorado,"1,735","+/- 1,283","4,035","+/- 1,575","20,725","+/- 3,591","3,642","+/- 1,659",647,+/- 441,Colorado,"7,148","+/- 1,776","4,487","+/- 1,772",309,+/- 316,"3,243","+/- 1,362","3,657","+/- 1,297",Colorado,"32,889","+/- 4,669",751,+/- 643,614,+/- 891,"31,524","+/- 4,521"
2016,Florida,"20,401,575","333,183",0.02,"+/- 7,828","17,176,492","+/- 49,542","2,387,227","+/- 43,437","605,018","+/- 21,606","11,353","+/- 2,540",Florida,"1,852",+/- 794,"10,312","+/- 3,126","4,136","+/- 1,736","28,420","+/- 4,643","9,880","+/- 2,134",Florida,"15,285","+/- 3,533","3,143","+/- 1,203","1,752",+/- 783,N/A,N/A,"39,578","+/- 5,579",Florida,"1,326",+/- 879,885,+/- 624,"23,319","+/- 4,696","14,370","+/- 2,966","6,630","+/- 2,796",Florida,"2,392","+/- 1,383","8,588","+/- 2,333","5,375","+/- 2,081","2,859","+/- 1,280","17,648","+/- 3,907",Florida,"19,882","+/- 3,530","19,530","+/- 3,271","6,778","+/- 2,538","6,621","+/- 2,649","11,656","+/- 2,950",Florida,677,+/- 535,"1,870","+/- 1,502","4,273","+/- 1,653","5,292","+/- 1,776","33,966","+/- 5,116",Florida,"3,091","+/- 1,381","60,472","+/- 6,197","28,726","+/- 5,060","1,127",+/- 982,"29,655","+/- 4,691",Florida,"3,124","+/- 1,309","1,258",+/- 575,"30,258","+/- 5,198","4,894","+/- 1,953","15,904","+/- 3,531",Florida,535,+/- 527,"18,647","+/- 3,642","31,153","+/- 3,748","3,531","+/- 2,094","1,627",+/- 754,Florida,"29,485","+/- 5,769","6,152","+/- 2,105","3,979","+/- 1,674","11,298","+/- 3,052",454,+/- 351,Florida,"232,838","+/- 15,743","24,132","+/- 4,560","1,117",+/- 686,"207,589","+/- 13,902"
2016,Washington,"7,202,119","112,976",0.02,"+/- 4,069","5,924,723","+/- 30,369","958,326","+/- 27,224","257,728","+/- 13,383","1,465",+/- 791,Washington,"5,374","+/- 1,929","12,801","+/- 2,996",823,+/- 886,"51,485","+/- 5,064","13,012","+/- 4,416",Washington,"1,309",+/- 547,277,+/- 225,748,+/- 637,"9,093","+/- 2,333","2,804",+/- 968,Washington,"4,497","+/- 1,154","11,619","+/- 2,489","7,422","+/- 1,929","1,296",+/- 950,784,+/- 483,Washington,"2,568","+/- 1,293","2,042","+/- 1,655","1,109","+/- 1,000",266,+/- 288,"2,733","+/- 1,845",Washington,"4,715","+/- 1,636","4,472","+/- 1,531","4,153","+/- 1,498",689,+/- 509,"3,327","+/- 1,851",Washington,"4,707","+/- 1,603","1,428","+/- 1,105","3,551","+/- 1,318",785,+/- 513,"3,287","+/- 1,572",Washington,"2,232","+/- 1,150","7,083","+/- 1,386","7,250","+/- 2,296","2,021",+/- 897,"2,834","+/- 1,636",Washington,"2,041",+/- 932,"32,384","+/- 3,908","1,556",+/- 669,373,+/- 312,"1,374",+/- 786,Washington,"1,156","+/- 1,021","3,672","+/- 2,014","16,005","+/- 3,753","5,404","+/- 2,076",743,+/- 611,Washington,"3,834","+/- 1,271",N/A,N/A,319,+/- 441,"1,940",+/- 888,866,+/- 517,Washington,"61,342","+/- 6,594",480,+/- 782,893,+/- 514,"59,969","+/- 6,397"
